id,name,address,lat,long,star_number,street_id,district_id,province_id
22214,Khách Sạn Xanh Nghệ An (Green Nghe An Hotel),"2 Mai Hắc Đế, Thành Phố Vinh, Nghệ An",18.68759269,105.67508159999998,3,27889.0,667.0,7
22221,Hai Duong Cua Lo Hotel,266 Binh Minh Street,18.79816364,105.7292094,0,27953.0,142.0,7
22286,Summer Cua Lo Hotel,"268 Binh Minh, Cua Lo, Nghe An",18.79805115,105.7293407,0,27953.0,142.0,7
22653,Khách sạn Bảo Nam (Bao Nam Hotel),"150 Mai Thúc Loan Chợ Hải Sản Thị Xã Cửa Lò, Thị Xã Cửa Lò, Nghệ An",18.807125,105.719729,3,27947.0,142.0,7
22812,Khách sạn Hong Kong II (Khach san hong kong),"158 Lê Viết Thuật, Thành Phố Vinh, Nghệ An",18.69480984,105.7051465,3,27890.0,667.0,7
22859,Khách Sạn Mường Thanh Con Cuông (Muong Thanh Con Cuong Hotel),"Khối 2 thị trấn Con Cuông Quốc Lộ 7, Huyện Con Cuông, Nghệ An",19.04895497,104.8874295,4,27976.0,132.0,7
23146,Lam Giang Hotel,"43 Quang Trung, Thành Phố Vinh, Nghệ An",18.67348954,105.6741884,3,216.0,667.0,7
42644,Tecco Sky Hotel & Spa,"Số 72 Lê Lợi, Thành Phố Vinh, Nghệ An",18.68570375,105.674867,3,384.0,667.0,7
42647,Hotel Amazon Vinh,"Số 6 Tân Hùng , Thành Phố Vinh, Nghệ An",18.68399048,105.7041168,1,33843.0,667.0,7
42664,Blue Wave Cua Lo Hotel,"1 Đường Hoàng Văn Tâm Nghi Hương, Thị Xã Cửa Lò, Nghệ An",18.79801941,105.7291794,3,71.0,142.0,7
43019,Sai Gon - Ba Be,"Khu hành chính Vườn Quốc gia Ba Bể, Xã Khang Ninh Hồ Ba Bể, Huyện Ba Bể, Bắc Kạn",22.4178769,105.634704,4,28179.0,13.0,9
43032,Saigon - Ba Be Resort,"Khu hành chính Vườn Quốc gia Ba Bể, Xã Khang Ninh Hồ Ba Bể, Huyện Ba Bể, Bắc Kạn",22.4178769,105.634661,4,28179.0,13.0,9
76,Paradise Suites Hotel,"đường Ngọc Châu , Đảo Tuần Châu Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.91999605,106.9888973,4,31154.0,235.0,10
160,City Bay Hotel,"156B Lê Thánh Tông, Bạch Đằng, Thành Phố Hạ Long, Quảng Ninh",20.951104,107.08281,2,80.0,235.0,10
184,Gray Line Halong Cruise,"Ô21 Cảng Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.92747355,106.9860327,4,31180.0,235.0,10
204,Crown Hotel,"Đông Hùng Thắng Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95478697,107.0223713,3,68.0,235.0,10
348,Halong Bay Hotel (Ha Long Bay Hotel),"152 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95316505,107.0440063,3,31121.0,235.0,10
350,Halong Legacy Cruise,"Cảng Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.92631752,106.9823265,3,31180.0,235.0,10
530,BMC Thang Long Hotel," Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.94814405,107.02872279999998,3,31121.0,235.0,10
543,Khách sạn Ánh Sao Hạ Long (Starlight Hotel Halong),"1A Anh Đào, Thành Phố Hạ Long, Quảng Ninh",20.95836381,107.0507813,2,31104.0,235.0,10
653,Khách sạn Mường Thanh Hạ Long,"Ô 7, Lô 20, Hùng Thắng, Thành Phố Hạ Long, Quảng Ninh",20.95437107,107.02249240000002,4,269.0,235.0,10
693,Halong Pearl Hotel,"162 đường Hạ Long, Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95089912,107.0395813,4,68.0,235.0,10
702,Hidden Charm Hotel,"Lô 22D Khu Biệt Thự Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.929117,106.985861,3,31180.0,235.0,10
780,Khách Sạn Grand Hạ Long (Grand Ha Long Hotel),"138 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95528097,107.0458621,4,31121.0,235.0,10
799,Royal Villas Halong,"235 Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95100966,107.0371449,4,68.0,235.0,10
806,Khách Sạn Sài Gòn Hạ Long (Sai Gon Ha Long Hotel),"168 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95149561,107.0396447,4,31121.0,235.0,10
876,Asean Halong Hotel,"Hậu Cần, Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95294342,107.0404816,4,32820.0,235.0,10
904,Khách sạn Palace Hạ Long (Halong Palace Hotel),"Ô 1 LÔ 20 Khu Du Lịch Đông Hùng Thắng Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95531611,107.0209858,4,68.0,235.0,10
920,Halong Plaza Hotel,"8 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.96061897,107.0626602,4,31121.0,235.0,10
990,Khách sạn Bạch Đằng (Bach Dang Hotel),"Số 02 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.96046829,107.0622635,3,31121.0,235.0,10
996,Ha Long DC Hotel,"Số nhà 08, Đường 25/4, Hồng Gai, Thành Phố Hạ Long, Quảng Ninh",20.95175171,107.0788498,4,146.0,235.0,10
1064,La Paz Resort Ha Long,"Đường Ngọc Châu Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.92831374,106.9923037,4,31154.0,235.0,10
1103,Khách Sạn Du Lịch Công Đoàn Hạ Long (Cong Doan Ha Long Hotel),"138 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95515988,107.0460069,3,31121.0,235.0,10
1113,Khách sạn Novotel Hạ Long (Novotel Ha Long Bay Hotel),"160 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95185089,107.0419693,4,31121.0,235.0,10
1256,Starcity Halong Bay Hotel,"phường Bãi Cháy Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95437065,107.0442103,4,31121.0,235.0,10
1289,Emeraude Classic Cruises,"Lô số 18, bến số 02 Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.92239401,106.9828865,4,53.0,235.0,10
1296,Khách sạn Entity Hạ Long (Entity Halong Hotel),"45 Hậu Cần, Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95884546,107.0470101,2,32820.0,235.0,10
1308,Khách sạn New Star Hạ Long (New Star Halong Hotel),"Cái Dăm Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95705538,107.0208656,3,68.0,235.0,10
1325,Hoa Binh Ha Long Hotel,"Đảo Tuần Châu, Đảo Tuần Châu, Hạ Long, Việt Nam",20.93292334,106.9940042,3,31154.0,235.0,10
1511,Ginger Cruise," Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.91726264,106.98940690000002,5,53.0,235.0,10
1554,Du Thuyền Paloma Cruise Hạ Long (Halong Paloma Cruise),"Số 6, đường Lê Thánh Tông, bến Vinashin, cảng tài Hòn Gai, Hạ Long, Quảng Ninh, Việt Nam, Cảng Hòn Gai, Hạ Long, Việt Nam, 200000",20.95449696,107.06891029999998,4,31148.0,235.0,10
1592,Garden Bay Premium Cruise,"6A Lê Thánh Tông, Thành Phố Hạ Long, Quảng Ninh",20.95452313,107.0690433,4,31148.0,235.0,10
1659,Khách sạn Hoàng Gia Hạ Long," Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.960666,107.061315,5,31121.0,235.0,10
1736,Signature Halong Cruise,"6 Lê Thánh Tông, Thành Phố Hạ Long, Quảng Ninh",20.9552198,107.0671749,5,31148.0,235.0,10
1827,Khách sạn Vân Hải Hạ Long,"8 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95983659,107.0610702,3,31121.0,235.0,10
1832,Du thuyền Phoenix Luxury (Phoenix Luxury Cruise),"Nhà ga cảng tàu khách quốc tế Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",21.033878,105.844728,4,31180.0,235.0,10
1868,Jasmine Cruise," Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.91714989,106.9895625,4,31154.0,235.0,10
2226,Majestic Cruise,"Lô 26 Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.94639059,107.0325637,4,53.0,235.0,10
2769,Luxury Hotel,"52 Tổ 6 Khu 8 Hải Hà, Thành Phố Hạ Long, Quảng Ninh",20.94178477,107.10747279999998,2,31128.0,235.0,10
2801,Legend Halong Private Cruises - Managed by Bhaya Cruise,"Kiosh 8,9,10 Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.92126083,106.99111940000002,5,31180.0,235.0,10
2805,Signature Royal Halong Cruise,"6 Lê Thánh Tông, Thành Phố Hạ Long, Quảng Ninh",20.95325647,107.0690203,5,31148.0,235.0,10
2887,Bai Tu Long Junks,"6A Đường Lê Thánh Tông, Cảng Hòn Gai, Thành Phố Hạ Long, Quảng Ninh",20.95561028,107.0683136,3,33475.0,235.0,10
3084,Khách Sạn Điện Lực Bãi Cháy,"18 Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95640867,107.0512135,1,68.0,235.0,10
3197,Halong Party Cruise,"Cảng Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.94670789,107.0298976,2,31180.0,235.0,10
3413,Heritage Line - Violet Cruise," Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.9184543,106.9853031,5,31180.0,235.0,10
3421,Ho Tay Hotel,"2 Anh Đào, Bãi Cháy, Hạ Long, Hạ Long, Việt Nam",20.95807075,107.050572,1,31176.0,235.0,10
3437,Khách sạn The Light Hạ Long (The Light Hotel Halong),"108A Vườn Đào, Thành Phố Hạ Long, Quảng Ninh",20.95780741,107.0502785,2,31176.0,235.0,10
3446,Khách sạn Thúy Nga Hạ Long,"11 Cây Tháp, Thành Phố Hạ Long, Quảng Ninh",20.951185,107.0787996,2,31120.0,235.0,10
3500,Aphrodite Cruises Halong,"Văn phòng Aphrodite, Ô số 12, Bến Cảng Ngọc Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.91851285,106.9897771,4,31180.0,235.0,10
3534,LAzalee Cruise,"Số 18 Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.92237397,106.982865,3,31180.0,235.0,10
3548,Paragon Sancy Cruise," Bến Phà Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95355,107.069685,3,31215.0,235.0,10
3592,Khách sạn Thiên Thạch Hạ Long,"09 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95645016,107.0546007,2,31121.0,235.0,10
3702,Deluxe Oriental Sails Halong,"Bến tàu Du lịch Quốc tế, số 9 đường Hạ Long, Bãi Cháy, Thành phố Hạ Long, Quảng Ninh, Hạ Long, Hạ Long, Việt Nam, 01119",20.94773483,107.0278244,3,31148.0,235.0,10
3742,Khách sạn Hoàng Lan (Hoang Lan Hotel),"15-17 Vườn Đào, Thành Phố Hạ Long, Quảng Ninh",20.95775223,107.050499,2,31176.0,235.0,10
3765,Hanoi Halong Hotel,"Đường Hạ Long, Phường Bãi Cháy, Halong, Hạ Long, Việt Nam",20.95306365,107.044301,2,31121.0,235.0,10
3864,Ha Long Seasun Cruise,"Bến tàu Vinashin Cảng Hòn Gai, Thành Phố Hạ Long, Quảng Ninh",20.9566305,107.0677006,3,33475.0,235.0,10
3911,Khách sạn Hương Biển Hạ Long (Huong Bien Hotel Halong),"3 Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.92212061,106.991365,2,31154.0,235.0,10
3919,Khách sạn Việt Nhật Hạ Long (Viet Nhat Halong Hotel ),"Số nhà 66, Đường vườn đào, p bãi cháy, tp ha long, tinh quang ninh., Hạ Long, Hạ Long, Việt Nam, 02033840188",20.95887478,107.0495367,1,31176.0,235.0,10
3956,Huong Hai Junks Halong,"Cảng tàu Hòn Gai (Bến tàu Vinashin) Lê Thánh Tông, Thành Phố Hạ Long, Quảng Ninh",20.95436449,107.0683336,3,31148.0,235.0,10
4037,Holiday Hotel Halong,"Số 81 phố Anh Đào, P. Bãi Cháy, Halong, Hạ Long, Việt Nam",20.9578743,107.0507278,1,31176.0,235.0,10
4095,Lemon Cruise,"Bãi Cháy, Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.94660752,107.0302449,3,31121.0,235.0,10
4145,Ha Long Eden Hotel,"Tổ 1 Khu 2 Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95619583,107.0488739,3,68.0,235.0,10
4727,Khách sạn Công Viên Hạ Long (Halong Park Hotel),"Tổ 65, khu 5 Bạch Đằng, Thành Phố Hạ Long, Quảng Ninh",20.95178523,107.0909892,2,80.0,235.0,10
4791,Paradis Hotel,"81 25 Tháng 4, Thành Phố Hạ Long, Quảng Ninh",20.95228214,107.08389040000002,2,31113.0,235.0,10
4837,Long Hai Hotel,"Vinh Hồng Mạo Khê, Huyện Đông Triều, Quảng Ninh",21.064383,106.573051,3,33787.0,191.0,10
5021,Majestic - Mong Cai Hotel,"5 Đại Lộ Hòa Bình Trần Phú, Thành Phố Móng Cái, Quảng Ninh",21.53320779,107.9721804,5,950.0,366.0,10
5124,Halong Dragon Cruise,"Cảng Tuần Châu Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.92273693,106.9907252,4,32820.0,235.0,10
5152,MONKEY ISLAND CRUISE,"Cảng Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.929117,106.985861,3,31180.0,235.0,10
6009,Sun Legend Cruise,"Cảng Tuần Châu Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.92243128,106.9905281,3,31154.0,235.0,10
6131,Halong Poseidon Sail," Bến Phà Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.94702184,107.0293182,3,31215.0,235.0,10
6318,Du Thuyền Victory Star," Cảng Hòn Gai, Thành Phố Hạ Long, Quảng Ninh",20.94669119,107.0298815,5,33475.0,235.0,10
6484,Du thuyền Halong Aclass Legend," Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.922972,106.99053700000002,3,31154.0,235.0,10
6632,Mường Thanh Luxury Quảng Ninh,"Tổ 1, Khu 2, Bãi Cháy Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.9564702,107.0492899,5,31121.0,235.0,10
6825,Golden Lotus Cruises,"Bến tàu du lịch Bãi Cháy Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.94681894,107.0306566,3,31121.0,235.0,10
6843,Golden Cruise,"Bến Phà Tuần Châu Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.91818213,106.98985220000002,5,53.0,235.0,10
6947,Luxury White Dolphin Cruises,"6A Lê Thánh Tông, Thành Phố Hạ Long, Quảng Ninh",20.95452814,107.0690245,3,31148.0,235.0,10
6966,Du Thuyền Hương Hải Sealife (Huong Hai Sealife Cruise)," Cảng Hòn Gai, Thành Phố Hạ Long, Quảng Ninh",20.95437284,107.0684624,4,33475.0,235.0,10
6985,Du Thuyền Starlight (Starlight Cruise),"9 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95027222,107.0831071,5,31121.0,235.0,10
6997,Garden Bay Luxury Cruises,"Số 6A Lê Thánh Tông Hồng Gai, Thành Phố Hạ Long, Quảng Ninh",20.9536125,107.06870790000002,4,146.0,235.0,10
7116,Cristina Diamond Cruise,"6A Lê Thánh Tông, Thành Phố Hạ Long, Quảng Ninh",20.95348446,107.0697069,4,31148.0,235.0,10
7312,Thai Hung Hotel,"Số 97 Vườn Đào, Phường Bãi Cháy, Hạ Long, Hạ Long, Việt Nam, 8433",20.95847902,107.0500705,0,31176.0,235.0,10
7836,Vinpearl Resort & Spa Hạ Long," Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.94121276,107.02554840000002,5,31121.0,235.0,10
8648,La Vela Premium Cruise,"Bến Cảng Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.9274495,106.9860384,4,31180.0,235.0,10
8649,La Vela Classic Cruise Managed by Paradise Cruises,"Bến du thuyền đảo Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.929117,106.985861,4,31180.0,235.0,10
8658,Oasis Bay Classic Cruises (Oasis Bay Classic Cruise),"7 Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.92402199,106.9817661,4,31180.0,235.0,10
8659,Halong Party Hostel,"23 Vuon Dao, Halong Street, Bai Chay, Halong, Hạ Long, Việt Nam33",20.95737505,107.049982,0,31176.0,235.0,10
8666,Halong Happy Hostel,"25 Anh Đào, Thành Phố Hạ Long, Quảng Ninh",20.95914685,107.0507678,1,31104.0,235.0,10
8669,Van Ly Hotel,"2A Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95931561,107.0485872,2,32820.0,235.0,10
8670,Khách sạn Hạ Long Four Seasons (Ha Long Four Seasons Hotel ),"68 Vườn Đào, Thành Phố Hạ Long, Quảng Ninh",20.95780741,107.0502785,2,31176.0,235.0,10
8674,Viet Hoa Hotel Halong,"Số 35 đường Vườn Đào, Hạ Long, Hạ Long, Việt Nam",20.95734815,107.0502183,1,31176.0,235.0,10
8676,Khách sạn Bắc Long (Bac Long Hotel),"Số 34 Vườn Đào, Thành Phố Hạ Long, Quảng Ninh",20.958516600000003,107.0505278,2,31176.0,235.0,10
8678,Thuy Dung Hotel,"No.12 , Nha Hat Street, Hon Gai Ward",20.95103951,107.07892350000002,0,31120.0,235.0,10
8686,Halong Bay View Hostel,"Số 80, đường Hạ Long, Hạ Long, Hạ Long, Việt Nam",20.95649149,107.0514377,0,32820.0,235.0,10
8690,Halong Apricot Cruise," Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.92259718,106.9823822,3,31180.0,235.0,10
8691,Hang Hai Hotel,"Vườn Đào, Halong, Hạ Long, Việt Nam",20.95794802,107.0504782,0,31176.0,235.0,10
8698,Golden Cruise 9,"Bến phà Tuần Châu Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.91838497,106.9897037,3,31154.0,235.0,10
8702,Swan Cruises,"6A Lê Thánh Tông, Thành Phố Hạ Long, Quảng Ninh",20.94877529,107.0724106,4,31148.0,235.0,10
8935,Doan Trang Hotel Halong,"108 Hậu Cần, Hạ Long, Hạ Long, Việt Nam",20.9561269,107.0453823,1,32820.0,235.0,10
8938,Halong Backpacker Hostel,"41 Anh Dao, Bai Chay",20.95883251,107.05104409999998,1,31104.0,235.0,10
9055,Huyen Trang Hotel,"B11, Residence South Tuan Chau",20.92069881,106.989423,2,31154.0,235.0,10
9177,Du thuyền Flamingo," Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.922348,106.991442,4,53.0,235.0,10
9179,Du Thuyền Ngôi sao Chiến thắng (Victory Star Cruise),"12 Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.92212061,106.991365,4,31154.0,235.0,10
9787,Khách sạn Sài Gòn Hạ Long (Saigon Halong Hotel),"168 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95091949,107.0386362,4,31121.0,235.0,10
9793,Heritage Line - Jasmine Cruise,"Bến cảng Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.929117,106.985861,4,31180.0,235.0,10
9901,Galaxy Premium Cruises Halong Bay,"Bến Tàu Du Lịch Tuần Châu, Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.91809352,106.9856035,4,31180.0,235.0,10
9902,Khách Sạn Alex Hải Ninh (Alex Hotel Hai Ninh),"28A Anh Đào, Thành Phố Hạ Long, Quảng Ninh",20.95685648,107.0508671,2,31104.0,235.0,10
9959,Du thuyền Halong Stellar,"Cảng Tuần Châu, Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.922972,106.99053700000002,3,31154.0,235.0,10
10006,Wyndham Legend Halong Hotel,"12 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95968631,107.0601743,5,31121.0,235.0,10
21856,Hai Yen Luxury Hotel,"400 Trần Phú, Thành Phố Cẩm Phả, Quảng Ninh",21.0104236,107.2892028,3,31241.0,95.0,10
21931,Ha Long Ginger Homestay,"33, Group 2, Hung Thang Ward, Ha Long City, Quang Ninh",20.96015282,107.0158847,0,269.0,235.0,10
21945,Seaside Tuan Chau Hotel," Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.91849562,106.9914476,3,31154.0,235.0,10
21952,Khách sạn Paradise Suites & Trend Hạ Long (Paradise Trend)," Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.92146078,106.988908,4,31180.0,235.0,10
22519,Condotel Ha Long,"T1- T2, Greenbay Towers, Hoang Quoc Viet street, Hung Thang ward, Bai Chay",20.9586481,107.0063156,0,31194.0,235.0,10
22778,Nga Trang Hotel,"19 Vuon Dao, Bai Chay, Ha Long, Quang Ninh",20.95820905,107.0505946,1,31176.0,235.0,10
22818,Halong Party Hostel & Hotel,"23 Vườn Đào, Thành Phố Hạ Long, Quảng Ninh",20.95746992,107.050218,2,31176.0,235.0,10
22889,1108 Greenbay Towers Apartment,"Flat 1108, CT1, Greenbay Tower Hoang Quoc Viet, Bai Chay, Ha Long",20.95843644,107.0062874,0,31194.0,235.0,10
22955,Thai Hoang Hotel,"Ly Anh Tong, Cai Rong Port",21.06094285,107.4293488,1,31148.0,,10
23110,Brika Apartment,"Unit 1621, 17 T1 Green Bay Towers Ha Long , Hoang Quoc Viet, Hung Thang, Ha Long City",20.95896495,107.0043662,4,269.0,235.0,10
23209,La Vela Premium Cruise - Managed by Paradise Cruises,"Bến Cảng Tuần Châu, Đảo Tuần Châu, Hạ Long, Việt Nam",20.92261776,106.9905799,5,31154.0,235.0,10
23264,Green Capital Hotel,"38 Hải Phượng, Thành Phố Hạ Long, Quảng Ninh",20.94668399,107.1075851,2,31122.0,235.0,10
23307,Bien Ngoc 10 Cruise,"Cảng Tuần Châu, Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.92237571,106.9905432,3,31154.0,235.0,10
23383,Pelican Halong Cruise,"32 Anh Đào, Thành Phố Hạ Long, Quảng Ninh",20.92213063,106.983287,5,31104.0,235.0,10
23413,Bien Ngoc 06 Cruise,"SN16 - TTTM marine plaza, Hùng thắng, Halong, Hạ Long, Việt Nam",20.94669115,107.0298707,0,31121.0,235.0,10
23433,Bien Ngoc 12 Cruise," Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.94665512,107.0298697,3,53.0,235.0,10
23479,Mithrin Hotel Halong,"Bãi cháy Hoàng Quốc Việt, Thành Phố Hạ Long, Quảng Ninh",20.9562397,107.0197449,4,31194.0,235.0,10
23486,Halong Victory Cruise,"Victory Café, Cảng Vina shin, 6A Đường Lê Thánh Tông, Phường Bạch Đằng, Cảng Hòn Gai, Hạ Long, Việt Nam",20.95795303,107.0677328,4,31121.0,235.0,10
23489,Du thuyền Aclass Legend Vịnh Hạ Long (Aclass Legend Cruise Halong Bay),"Cảng Du lịch Quốc tế Tuần Châu Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.9228622,106.9905388,4,31180.0,235.0,10
23560,Khách sạn Việt Anh 123 Hạ Long,"123 Vườn Đào, Thành Phố Hạ Long, Quảng Ninh",20.957893,107.050695,1,31176.0,235.0,10
23638,Bien Ngoc 22 Cruise,"Số 16 Đại Lộ Hạ Long Marine, Phường Hùng Thắng, Bãi Cháy, Quảng Ninh, Halong, Hạ Long, Việt Nam",20.945971,107.03093,3,31121.0,235.0,10
23645,Khách sạn Biển Đông (Bien Dong Hotel Halong),"Tố 12, Khu 4B, Vườn Đào, Thành Phố Hạ Long, Quảng Ninh",20.95594435,107.0459941,2,31176.0,235.0,10
23648,Khách sạn Sen Vàng Hạ Long (Golden Lotus Halong Hotel),"Tổ 1 Khu 2 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95607569,107.0489736,3,31121.0,235.0,10
23696,Phuong Nam Hotel Halong,"Số 152,đường Bãi Cháy,thành phố Hạ Long,tỉnh Quảng Ninh, Halong, Hạ Long, Việt Nam",20.954822,107.043931,1,32820.0,235.0,10
23715,Ruby Ha Long Hotel,"100 Anh Đào, Thành Phố Hạ Long, Quảng Ninh",21.013419,105.806421,2,31104.0,235.0,10
23784,79 Luxury Halong Hotel,"152 - 156 Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.954608,107.044434,3,32820.0,235.0,10
29509,Novotel Ha Long Bay Hotel,"160 Hạ Long, Thành Phố Hạ Long, Quảng Ninh",20.95198312,107.0418415,4,31121.0,235.0,10
29512,Au Lac hotel Ha Long,"Số 9A đường Tiên Ông Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95456721,107.02253629999998,4,68.0,235.0,10
29533,Sun Bay Tuan Chau Hotel,"A88-A92, Marina Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.9162376,106.9921743,3,53.0,235.0,10
29729,Halong Centrica Hotel,"Số 1 phố Trần Quang Diệu, Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.9526028,107.0254987,3,68.0,235.0,10
39724,ZO Brother Halong Hostel,"N10B Cái Dăm, Thành Phố Hạ Long, Quảng Ninh",20.9531858,107.025729,2,31125.0,235.0,10
39725,Royal Lotus Ha Long Resort & Villas,"Bán đảo 2 Hùng Thắng, Thành Phố Hạ Long, Quảng Ninh",20.95478697,107.0046258,5,269.0,235.0,10
39729,Ivy Hotel Ha Long,"Số 18 Ngõ Đào, Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95700877,107.0492395,2,32820.0,235.0,10
39730,Alisa Cruise,"undefined Đảo Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.91743919,106.9877386,5,31180.0,235.0,10
39731,The Confetti hotel,"Số 01 lô D khu dịch vụ cao cấp Bến Đoan Cảng Hòn Gai, Thành Phố Hạ Long, Quảng Ninh",20.9466618,107.0743454,3,33475.0,235.0,10
39733,Khách sạn White Crown (White Crown Hotel),"11 Ngõ 17 Phố Anh Đào Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.95888088,107.0503838,3,68.0,235.0,10
39734,FLC Halong Bay Golf Club & Luxury Resort,"Hẻm 16 Nguyễn Văn Cừ, Thành Phố Hạ Long, Quảng Ninh",20.9538448,107.1123176,5,31163.0,235.0,10
39736,LaPaz Resort (La Paz Resort Ha Long),"Tuần Châu Ngọc Châu, Thành Phố Hạ Long, Quảng Ninh",20.93021772,106.9927597,4,31154.0,235.0,10
39739,Margaret Cruises,"No 20 Cảng Tuần Châu Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.91723007,106.9911718,5,53.0,235.0,10
39740,Khách Sạn Ngọc Tuấn (NGOC TUAN HOTEL),"1082, tổ 11 khu 9B Bãi Cháy, Thành Phố Hạ Long, Quảng Ninh",20.96821076,107.0197566,2,68.0,235.0,10
39745,Khách sạn Sea Star (SeaStar Hotel),"8 Phan Chu Trinh, Thành Phố Hạ Long, Quảng Ninh",20.95838134,107.0181897,3,31167.0,235.0,10
39746,Khách Sạn Ngọc Lan Hạ Long Hotel (NGOC LAN HALONG HOTEL),"290 Vườn Đào, Thành Phố Hạ Long, Quảng Ninh",20.95780741,107.0502785,3,31176.0,235.0,10
39747,Khách Sạn Hạ Long Boutique (Halong Boutique Hotel),"42 Nguyễn Du Hồng Gai, Thành Phố Hạ Long, Quảng Ninh",20.95161058,107.0737455,4,146.0,235.0,10
39750,Alisa Premier Cruise,"Nhà chờ số 16 Tuần Châu, Thành Phố Hạ Long, Quảng Ninh",20.91743919,106.9877386,5,53.0,235.0,10
